"","CBN7.1","CBN6.2","CBN10.1","CBN10.2","CBN9.2","CBN13.2","CBN1.1","CBN11.1","CBN17.1","CBN12.1","CBN16.1","CBN13.1"
"K07740",264.23,649.11,122.73,858.56,99.56,203.46,289.93,370.12,298.43,550.09,153.27,475.78
"K07741",2,4,3,3,0,1,0,142,4,5,201,188
"K07742",170,254.83,104,112.33,214.33,139.3,671.33,177.2,44.33,366.5,350.34,226.67
"K07743",0,3.25,15,45.75,3,13.58,4.25,9,5,42,4,18.5
"K07744",0,5.83,12,84.5,7,27.16,0.5,20.33,4,54,0,11
"K07745",17,19,22,97,11,0,10,10,3,47,19,45
"K07746",19.99,251.03,57.38,54.64,23.91,86.95,29.32,38.07,11.75,348.97,87.12,39.21
"K07749",29.88,81.97,56.87,145.55,77.53,341.81,29.59,90.64,10.16,140.37,84.73,118.73
"K07751",264.23,631.11,121.73,853.56,94.56,185.46,288.93,369.12,298.43,545.09,153.27,469.78
"K07757",230.41,171.5,86.09,90.21,46.27,98.29,97.26,306.07,48.07,147.42,147.03,188.18
"K07768",745.9,320.2,358.6,141.4,434.6,1985.5,44,58.4,589,602.1,88.7,659.2
"K07770",1,20,0,0,19,2,3,0,1,116,131,0
"K07771",252.73,612.61,113.73,840.56,90.56,182.96,288.93,369.12,296.43,541.09,136.77,467.78
"K07772",7.58,47.57,39.67,20.08,11.33,8.41,14.92,6.24,6.16,27,31.83,9.33
"K07773",264.23,631.11,121.73,853.56,94.56,185.46,288.93,369.12,298.43,545.09,153.27,469.78
"K07774",242.82,182.76,56.14,106.06,57.11,107.05,208.08,301.84,71.44,146.84,87.36,128.63
"K07775",114,161.5,36.5,44.5,46.99,95.01,10,65,13,279,145,95.51
"K07776",745.9,320.2,358.6,141.4,438.6,1985.5,44,58.4,589,618.1,88.7,659.2
"K07777",6,105.66,6,13.66,33,28.66,6.66,36,7.66,127,137,26
"K07778",2060,483.5,1020,335,1275.33,5285.67,94,154.5,1758,285,364.5,1749.67
"K07781",250.9,211.45,94.06,125.39,70.56,114.96,250.76,300.45,77.6,169.59,113.94,138.46
"K07782",251.4,212.95,96.56,125.39,70.56,114.96,251.76,308.45,77.6,170.09,118.94,138.46
"K07783",481.56,1161.54,187.15,1622.19,143.5,340.34,408.27,665.95,555.34,1032.01,198.8,883.63
"K07784",230.41,171.5,87.09,90.21,46.27,99.09,97.26,236.27,48.07,145.42,53.36,97.18
"K07786",5.08,42.07,37.67,19.08,11.33,7.91,14.92,6.24,7.16,25,22.33,9.33
"K07787",289.73,744.61,154.73,911.56,170.56,230.96,345.93,499.12,309.43,625.09,252.77,562.78
"K07788",252.73,628.61,114.73,852.56,102.56,182.96,295.93,426.12,303.43,547.09,141.77,494.78
"K07789",252.73,628.61,114.73,852.56,102.56,182.96,295.93,426.12,303.43,547.09,141.77,494.78
"K07791",256.48,640.86,123.23,845.31,94.89,189.18,291.18,369.57,296.93,752.59,151.27,468.95
"K07792",240.74,607.16,112.26,826.88,82.27,167.59,142.43,347.94,275.9,730.92,81.69,453.5
"K07793",925.02,443.98,393.19,319.01,495.03,1822.65,250.34,374.81,654.44,597.89,263.21,644.73
"K07794",917.22,330.08,385.99,213.71,454.83,1789.75,241.84,325.41,647.44,423.69,126.81,621.33
"K07795",917.22,403.46,386.74,222.46,468.71,1794.75,236.08,326.04,647.44,429.94,129.56,620.83
"K07796",228.91,172,82.59,87.71,47.77,89.79,121.26,227.57,44.57,140.42,35.36,92.68
"K07797",5.08,42.07,37.67,19.08,11.33,7.91,14.92,6.24,7.16,25,22.33,9.33
"K07798",289.73,783.61,137.73,888.56,157.56,220.96,338.43,450.12,306.43,706.09,251.77,533.28
"K07799",252.73,626.61,113.73,840.56,90.56,182.96,288.93,383.12,296.43,544.09,136.77,468.78
"K07803",227.41,169.88,85.34,87.46,46.15,98.29,94.5,235.7,48.07,143.67,40.11,94.68
"K07804",5.62,28.81,7.94,30.28,15.29,16.27,11.7,56.25,10.46,19.9,32.31,41.6
"K07806",252.73,612.61,113.73,840.56,90.56,182.96,288.93,369.12,296.43,541.09,136.77,467.78
"K07810",237.03,601.31,112.53,828.99,81.56,180.56,169.96,359.32,275.53,532.32,96.67,463.78
"K07811",7.58,47.57,39.67,20.08,11.33,8.41,14.92,6.24,6.16,27,31.83,9.33
"K07812",249.9,610.83,111.81,837.14,85.94,172.96,258,358.58,290.1,528.84,130.19,459.46
"K07813",0,0,0.5,2.5,0,0,0,2.5,0,0,3.67,12
"K07814",33.5,46.83,13,14.33,5,6.83,1.33,2,2.33,8,10.5,7
"K07816",109,258,55,84,142.66,342.84,26,122,30,479,461.51,218.84
"K07821",7.58,417.57,56.67,721.08,29.33,23.41,50.92,63.24,222.16,360,50.83,330.33
"K07823",0,14,0,0,0,0,0,0,0,0,0,0
"K07862",281.23,660.11,138.73,892.39,137.56,227.46,296.76,400.12,314.43,550.92,207.44,500.28
"K07979",100,230.5,26.5,52.5,75.99,59.51,17,139,11,281,433.34,143.51
"K07991",0,21.58,17,136.75,15,13.58,5.25,20.33,6,59,13,39.5
"K08068",0,0,0,0,1,0,0,3,0,2,0,0
"K08070",0,0.66,0,0.66,0,0.66,0.66,2,0.66,0,0,12
"K08081",0,4,2,7,0,0,0,14,0,6,0,22
"K08082",25,97,23,53,34,22,12,32,2,31,86,61
"K08083",25,97,23,53,34,22,12,32,2,31,86,61
"K08084",50.5,198.5,66,134,62,58.5,16,118,8,250,159.5,131
"K08085",0,14,0,0,0,0,0,0,0,0,0,0
"K08086",36.5,132.5,32,74,40,35.5,12,34,4,35,118.5,67
"K08087",10.58,52.3,13.54,44.56,18.58,28.54,16.4,68.16,11.26,36.14,54.96,54.56
"K08088",3,0,0,0,0,0,0,0,0,0,4,0
"K08092",12.2,439.38,65.61,750.36,45.12,47.68,63.62,127.99,236.12,383.9,80.31,374.43
"K08093",0,98,19,29,30,15,8,24,8,62,9.67,31
"K08094",33,120.33,25,124,38,19,9,51.83,10,81,19.67,67
"K08095",18.5,605,13,10,29,197,17,38,0,1137.5,41.5,7
"K08096",0,4.25,14,42.75,7,13.58,0.25,10,6,29,0,7.5
"K08097",0,6,4,0,7,3,0,1,1,4,0,2
"K08100",0,5,0,0,0,0,0,0,0,7,0,0
"K08137",250.9,214.45,94.06,125.39,72.56,114.96,275.76,300.45,77.6,170.59,113.94,138.46
"K08138",190.32,454.37,61.39,758.63,58.73,40.21,217.18,168.36,252.93,391.93,113.77,378.46
"K08139",0.4,9.2,2.6,16.4,8.6,6.2,2,22.2,2,26.6,0.2,14.2
"K08151",1.75,27.25,9,11.75,5.33,6.42,25.25,25.75,2.5,215.5,5.17,37.17
"K08152",0,0.5,0.5,2.5,0.33,0.67,0,0,0,0,2,0.17
"K08153",5,31.5,9,0,28.33,3.67,4,0,4,121,133.67,0.17
"K08154",254.4,624.95,124.06,837.39,91.56,181.46,286.76,367.45,294.6,537.59,143.44,465.46
"K08156",263.41,177.5,86.59,92.71,46.27,108.79,97.26,248.07,50.07,148.42,45.36,103.18
"K08159",251.23,215.11,96.73,129.56,71.56,118.96,253.93,301.12,79.93,174.09,119.27,139.78
"K08160",252.4,613.95,116.56,848.39,100.56,180.96,294.76,410.45,301.6,539.09,143.94,490.46
"K08161",490.85,767.69,185.42,944.14,179.79,240.61,388.14,786.03,353.97,771.25,574.62,785.91
"K08162",308.06,737.77,155.4,907.9,114.89,262.29,332.59,550.46,334.43,648.75,142.94,548.95
"K08163",230.41,173.5,87.59,99.71,58.27,98.29,104.26,279.07,55.07,148.42,56.36,123.18
"K08164",0,21,0,0,0,0,0,0,0,15,3,0
"K08166",5.69,32.35,7.87,28.68,16.89,14.47,11.7,55.78,9.13,28.17,30.18,40.48
"K08167",2337.55,961.24,1084.66,1147.71,1290.83,5684.05,354.84,443.28,2029.77,882.52,250.14,2158.65
"K08168",33,6.5,6,5,2.33,11.97,0,15.2,2,3,1,6.17
"K08169",697.06,866.57,202.4,975.32,157.2,344.72,421.09,810.37,371.92,765.1,156,632.16
"K08170",222.33,131.43,48.42,71.13,34.94,90.38,82.34,229.83,41.91,120.42,20.03,87.85
"K08172",230.74,172.16,88.26,89.71,56.27,108.29,99.26,242.74,49.4,149.75,46.69,97.5
"K08173",253.03,606.51,117.93,842.19,100.76,193.36,263.76,382.52,294.93,550.12,136.67,470.18
"K08174",0,7,0,0,0,0,0,0,0,5,1,0
"K08176",0,16,10,2,2,3,0,0,4,0,0,2
"K08177",286.23,719.11,119.23,858.06,123.22,206.8,291.93,451.12,300.93,675.09,375.61,568.12
"K08178",242.32,325.88,56.39,106.31,64.73,147.55,238.84,291.71,67.94,421.59,83.61,127.63
"K08191",501.13,1191.9,194.79,1662.79,174.79,363.26,588.19,732.25,587.2,1059.18,251.21,928.23
"K08194",694.89,480.97,192.07,254.82,132.94,293.22,409.61,712.28,154.25,418.43,142,286.98
"K08195",479.23,372.61,123.35,244.67,141.75,229.97,350.75,681.2,138.61,327.82,179.6,331.54
"K08217",37,9.5,9,11,11.33,3.17,2,4.5,3,3,25,13.17
"K08218",330.23,829.11,213.73,971.56,256.56,223.46,945.93,497.12,347.43,732.09,337.27,575.78
"K08219",252.73,612.61,113.73,840.56,90.56,182.96,288.93,369.12,296.43,541.09,136.77,467.78
"K08221",6,103.5,6,13,33.33,10.67,6,14,7,127,137,14.17
"K08222",6,103.5,6,13,33.33,10.67,6,14,7,127,137,14.17
"K08223",271.4,717.28,119.06,849.72,102.89,192.96,290.09,384.45,300.93,552.09,149.44,485.63
"K08224",929.23,754.61,442.73,929.56,498.56,1845.96,314.93,392.12,879.43,676.59,279.27,965.78
"K08225",252.3,586.65,113.66,838.96,98.16,136.16,314.93,368.65,293.6,524.36,133.14,471.66
"K08226",0,0.33,0,0.33,0,0.33,0.33,1,0.33,0,0,2.67
"K08227",252.73,612.61,113.73,840.56,90.56,182.96,288.93,369.12,296.43,541.09,136.77,467.78
"K08234",281.63,724.81,134.33,909.96,150.49,228.33,298.93,397.32,310.43,569.36,219.64,500.65
"K08252",23,8,8,5,14,269,2,6,1,6,0,80
"K08253",0,0.33,0,0.33,0,0.33,0.33,1,0.33,0,0,6
"K08256",711.5,290.33,356,115.33,431,1978.13,42.33,96.2,589.33,333.5,67.5,651
"K08260",0,1.25,0,42.75,0,13.58,0.25,9,0,24.67,0,4.5
"K08264",0,0.33,0,1,0,0,0,1.33,0,1,0,0
"K08265",0,0.33,0,1,0,0,0,1.33,0,1,0,0
"K08276",251.9,624.45,113.06,836.39,88.56,180.96,286.76,367.45,294.6,535.59,133.94,464.46
"K08277",5.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,25,22.33,8.33
"K08279",5.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,25,22.33,8.33
"K08281",1033.63,943.31,485.33,990.96,528.16,2171.46,334.93,442.52,887.43,942.19,248.97,1129.98
"K08282",2,22,13,38,50,43,10,57,0,32,40,37
"K08289",343.23,904.11,164.73,922.56,145.56,533.76,306.43,426.32,304.43,964.09,256.27,631.28
"K08295",670.5,107,325,82,393,1661,22,13,576,24.5,9.5,485
"K08296",1072.13,1194.31,607.33,1102.96,727.16,2340.16,1010.93,619.32,915.43,1028.19,370.97,2110.98
"K08297",5.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,25,22.33,8.33
"K08298",5.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,25,22.33,8.33
"K08299",29.48,203.27,49.27,37.48,32.93,324.11,19.92,41.44,7.16,332.6,40.53,90.53
"K08300",1077.13,1229.31,598.83,1145.46,733.16,2322.46,1032.93,681.52,933.43,1315.69,408.47,2170.98
"K08301",447.23,1635.61,262.23,1043.06,312.89,474.13,351.43,727.12,368.43,1073.09,444.27,1620.45
"K08302",235.89,592.77,142.86,836.19,91.2,125.4,155.18,359.51,280.23,530.02,108.89,460.71
"K08303",975.87,1970.38,453.55,2024.33,476.05,792.05,719.62,1273.97,697.93,1903.27,833.07,2154.08
"K08304",284.23,722.11,162.73,847.56,203.56,186.46,934.93,390.12,309.43,557.09,147.27,468.78
"K08305",344.72,929.06,217.7,979.74,276.85,243.63,1100.43,540.5,349.96,647.76,344.35,611.06
"K08306",255.23,621.11,115.73,841.56,90.56,183.46,288.93,369.12,296.43,543.09,146.27,468.78
"K08307",302.23,1473.11,207.73,1003.56,224.56,359.46,338.43,623.12,330.43,794.09,297.27,1524.28
"K08308",272.39,651.4,121.53,874.07,112.85,197.63,440.26,431.83,324.13,559.76,203.52,506.74
"K08309",442.23,1000.44,269.23,1029.39,324.56,426.29,963.76,642.12,350.76,1007.59,334.77,1579.28
"K08310",271.73,671.11,126.73,877.56,131.89,215.63,300.93,384.62,309.43,550.09,193.27,482.45
"K08311",324.23,824.61,209.23,938.06,251.89,224.63,948.93,493.12,334.43,675.59,305.77,571.95
"K08312",267.23,700.11,150.73,904.56,107.56,217.46,292.93,452.12,300.43,593.09,182.27,535.78
"K08313",30.9,481.68,67.81,772.26,54.12,101.08,204.42,146.79,257.52,421,131.24,382.43
"K08314",230.41,170.5,86.09,90.21,46.27,98.29,97.26,236.07,48.07,145.42,46.36,96.18
"K08315",236.7,599.65,114.86,829.99,87.56,178.56,148.96,359.65,275.2,551.99,98.34,475.46
"K08316",1094.13,1012.31,586.83,1123.46,727.16,2209.46,998.93,568.02,938.43,1005.69,444.64,1244.48
"K08317",16.7,476.88,67.11,753.03,37.12,98.68,83.79,98.49,230.62,425.07,87.81,367.43
"K08318",8.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,30,26.33,8.33
"K08319",5.41,45.73,40.34,33.08,30.33,13.91,47.92,52.91,14.49,31.33,29.66,35.65
"K08320",251.9,610.45,113.06,836.39,88.56,180.96,286.76,367.45,294.6,535.59,133.94,464.46
"K08321",231.41,570,104.59,798.71,64.6,164.96,133.26,303.07,265.07,511.42,64.36,422.35
"K08322",251.23,213.11,95.73,127.39,75.56,120.96,251.76,304.12,78.93,171.92,116.27,139.78
"K08323",275.8,257.77,118.47,178.79,90.15,154.58,235.88,353.72,88.39,253.29,161.68,182.48
"K08324",230.41,173.5,85.59,87.71,48.27,98.29,122.26,236.07,48.07,146.42,44.36,96.18
"K08325",266.23,632.11,122.23,857.06,95.56,189.46,288.93,376.12,298.43,545.09,155.27,475.78
"K08326",5.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,25,22.33,8.33
"K08344",252.82,584.38,80.39,828.31,83.23,173.05,296.84,361.21,290.44,513.59,118.61,458.13
"K08348",458.15,342.66,171.85,177.42,92.54,198.58,194.52,472.81,97.47,291.17,87.05,193.68
"K08349",230.74,172.16,86.26,89.71,46.27,100.29,97.26,236.74,49.4,145.75,46.69,97.5
"K08350",230.74,172.16,86.26,89.71,46.27,100.29,97.26,236.74,49.4,145.75,46.69,97.5
"K08351",253.73,915.61,120.23,848.39,101.56,283.96,318.76,392.12,295.93,1065.42,159.27,477.78
"K08353",4.33,38.32,32.67,18.33,8.33,5.66,14.67,5.99,5.66,24,22.33,8.33
"K08354",5.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,25,22.33,8.33
"K08355",2,9,0,7,3,0,0.5,0,0,83,7,0.5
"K08356",2,9,0,7,3,0,0.5,0,0,83,7,0.5
"K08357",3.5,414.5,24.5,742,45,66,51.5,153,231,455.5,49,379.5
"K08358",3.5,412.5,23.5,730,33,66,44.5,110,224,452.5,44,353.5
"K08359",3.5,412.5,23.5,730,33,66,44.5,110,224,452.5,44,353.5
"K08363",0,0,0,0,1,0,0,3,0,2,0,0
"K08364",0,0,0,0,2,0,0,6,0,4,0,0
"K08365",17,21,11,36,40,32,8,15.5,12,14,49.5,13.5
"K08368",5.48,77.27,48.27,31.48,40.93,39.11,20.92,169.44,10.16,48.6,244.53,199.53
"K08369",289.79,375.97,166.46,181.76,108.63,144.57,189.35,324.41,71.73,477.79,118.09,154.58
"K08372",2103.9,558.2,1034.6,329.4,1238.6,5311.5,102,97.4,1753,676.1,151.7,1707.2
"K08384",128,163.5,38,46,47.33,101.67,10,65,13,285,143,96.17
"K08475",3,13,4.5,1,2,0.5,26,0,0,8.5,14.5,1
"K08476",3,13,4.5,1,2,0.5,26,0,0,8.5,14.5,1
"K08478",3,13,4.5,1,2,0.5,26,0,0,8.5,14.5,1
"K08481",0,0,0,2,0,0,0,0,0,1.34,0,0
"K08482",0,15.91,22,43.41,2,17.24,0.91,11,6.66,26.67,0,11.84
"K08483",1038.13,1619.14,527.83,1102.79,667.49,2293.29,366.26,632.52,921.76,884.19,525.48,2144.32
"K08484",294.23,752.11,191.73,902.56,219.56,220.46,938.93,459.12,313.43,601.09,182.27,513.78
"K08485",264.23,631.11,121.73,853.56,94.56,185.46,288.93,369.12,298.43,545.09,153.27,469.78
"K08566",0.5,1.5,2.5,0,0,0,1,0,0,5.5,5,0
"K08591",501.23,1794.94,333.73,1093.89,473.89,488.96,1002.76,748.12,399.76,1102.59,632.61,1727.95
"K08598",0,1,1,0,0,0,0,0,0,0,7,1
"K08600",31,23.5,13.5,43.5,41.33,41.67,8,15.5,14,15,55.5,13.67
"K08602",84,282.07,83.5,121.91,229.99,97.25,678.91,151.66,42.66,299.33,464.84,164.51
"K08603",0,0.5,0,0,0.33,0.67,0,0,0,0,0,0.17
"K08604",2.5,8.83,2,1,0,0.5,0,1.33,0,2.33,9.5,1
"K08640",685,102,324,82,388,1657,21,12,576,16,18,485
"K08641",947.4,487.95,433.56,215.39,473.56,1837.96,252.76,350.95,671.6,547.09,164.61,644.46
"K08643",17,14,11,36,40,32,8,15.5,12,9,48.5,13.5
"K08651",0,0.5,0,0,0.33,0.67,0,2.5,0,0,0,12.17
"K08659",99,44,54,94,92,56,18,252.5,32,23,525.85,301.5
"K08676",674.4,120.7,328.6,95.4,391.6,1659.7,27,18.2,579,41.1,12.2,491.2
"K08677",0.33,1.66,0.67,2,0,2,0,0.67,1.33,0.33,2.33,1.32
"K08678",2,10,0,9,3,0,0.5,0,0,85,7,1.5
"K08679",316.32,1041.21,184.39,247.81,283.23,264.38,906.34,500.21,102.27,318.76,238.11,1155.13
"K08680",266.23,720.94,126.23,868.39,109.89,192.46,296.26,384.12,305.76,561.09,155.27,486.62
"K08681",883.9,506.61,441.1,239.98,535.93,2117.08,60.58,139.73,635.33,937.1,244.7,775.87
"K08682",255.23,621.11,115.73,841.56,90.56,183.46,288.93,369.12,296.43,543.09,146.27,468.78
"K08688",1.4,1.2,2.6,11.4,7.6,6.2,3,19.2,0,11.6,0.2,5.2
"K08691",27,56,43,5,112,3,646,21,13,14,0,0
"K08693",0,83,1,9,14,6,2,1,0,15,4,1
"K08713",6,96.5,6,13,33.33,10.67,6,14,7,122,136,14.17
"K08714",4,32,11,5,25,22,5,10,2,118,136,6
"K08715",0,2,0,0,0,3,0,0,0,0,0,1
"K08717",1,414,19,711,18,66,36,67,217,366,20,333
"K08720",2.5,8.5,2,1,0,0.5,0,8,0,2,9.5,1
"K08722",264.23,631.11,121.73,853.56,95.56,185.46,288.93,369.12,298.43,549.09,153.27,469.78
"K08723",230.41,170.5,85.59,87.71,46.27,98.29,97.26,236.07,48.07,145.42,44.36,96.18
"K08724",10,108.5,15.5,29.5,46.33,11.67,9,84,10,129,293.67,106.17
"K08728",0,1,0,7,2,0,1,70,0,2,124.67,92
"K08738",66,242.33,94.5,33.83,235,10.83,1295.33,133,43.33,261.5,53.5,17
"K08744",810.3,571.4,467.7,285.3,621.2,2107.4,710.5,336.9,615,794.2,222.4,1655.9
"K08777",0,0.5,0,0,0.33,0.67,0,0,0,0,0,0.17
"K08851",0,18,16,94,9,0,5,9,5,30,13,34
"K08884",3924.2,3226.75,1958.3,936.35,2475.79,10677.49,285.15,656.2,3024.65,4441.47,1087.44,4633.11
"K08963",1072.65,1659.7,528.06,1149.81,659.89,2082.72,340.84,697.21,929.1,1298.59,344.44,2085.29
"K08964",255.15,689.54,84.06,847.48,114.56,185.72,278.51,392.88,296.77,733.09,257.94,494.12
"K08965",6,103.5,6,13,33.33,10.67,6,14,7,127,137,14.17
"K08966",6,110.5,6,13,33.33,10.67,6,14,7,132,138,14.17
"K08967",255.48,706.2,84.73,859.48,114.56,188.72,278.51,402.55,298.1,736.42,273.27,498.44
"K08969",43,115.5,16.5,27.5,46.33,19.17,33,26,12,131,164,20.17
"K08970",230.41,170.5,85.59,87.71,46.27,98.29,97.26,236.07,48.07,145.42,44.36,96.18
"K08971",0,3.58,1,42.75,6,13.58,0.25,11.33,1,29,0,5.5
"K08972",869.9,568.03,427.1,238.23,520.93,2199.7,62.33,209.7,607.33,920.1,251.04,1687.37
"K08973",67,254,93,93,165,66,670.5,137,35,217,166,108.5
"K08974",46.5,75.25,28,97.75,77.33,88.55,16.25,40.2,17,161,208.34,52.17
"K08975",0,23.83,14,175.5,7,28.16,1.5,28.33,5,62,9,31
"K08976",8,113,6.5,100,36.33,57.83,15.5,93,7,181,139,30.17
"K08977",40,39.58,27,71.08,35,284.91,13.58,31,10.33,56,51,167.5
"K08978",8.33,407.99,22.67,800.83,22.33,98.5,40.83,89.67,218.66,437.33,26.33,352.16
"K08979",0,24,17,94,15,3.33,5,10,6,34,13,35
"K08980",17,1,21,3,1,0,1,1,7,1,2,3
"K08981",722.9,420.7,373.1,225.4,478.26,2020.17,51.5,92.4,597,770.1,228.37,678.54
"K08982",692.9,124.7,334.6,211.9,399.6,1695.69,33,49.2,577,168.1,34.7,502.7
"K08983",0,14,0,0,0,0,0,0,0,0,0,0
"K08984",9.08,53.07,44.67,27.08,11.83,16.91,15.92,28.74,9.66,39,40.83,34.83
"K08985",2.5,22.5,2,1,0,0.5,0,0,0,2,9.5,1
"K08986",23,110.5,17.5,51.5,73.33,42.67,14,32,19,131,188.17,39.67
"K08987",64.89,108.65,28.57,112.58,87.22,322.54,191.5,169.58,42.53,281.77,246.62,250.15
"K08989",32.9,188.18,56.81,71.76,72.95,37.25,174.42,85.29,44.02,176.5,238.24,67.1
"K08990",264.23,636.11,121.73,853.56,96.56,186.46,318.93,377.12,298.43,548.09,153.27,469.78
"K08992",264.23,633.11,124.73,853.56,95.56,185.46,288.93,369.12,298.43,545.09,153.27,469.78
"K08993",262.23,659.11,120.73,852.56,94.56,185.46,288.93,369.12,298.43,545.09,152.27,469.78
"K08994",235.7,206.15,92.86,115.99,61.89,125.23,108.96,291.65,57.2,164.99,74.34,140.63
"K08995",0,20,0,0,0,9,0,0,0,0,0,3
"K08996",87.23,211.51,101.98,114.94,57.45,115.08,207.92,217.13,74.19,164.83,111.08,107.93
"K08997",252.73,612.61,113.73,840.56,90.56,182.96,288.93,369.12,296.43,541.09,136.77,467.78
"K08998",981.89,1713.48,603.07,1142.58,851.22,2347.17,946.5,566.78,946.36,1335.94,684.12,2280.65
"K08999",856.9,1016.11,457.6,258.48,540.6,2206.91,80.08,265.73,639.33,704.1,112.7,1675.2
"K09000",17,1.66,19,2.33,1,0.33,1.33,51.33,5.33,1.33,2,8
"K09001",975.23,976.61,527.73,1015.56,643.89,1907.13,1002.93,511.12,895.43,644.09,278.27,1059.95
"K09002",18,152.33,20,1.33,7,48.33,5.33,8,3.33,284,7,8
"K09003",0,26,17,94,15,4,5,10,6,34,13,36
"K09004",6,36.25,27,63.75,12,17.25,4.25,27.5,6,35,4,22.5
"K09005",60.5,165.08,69.5,144.08,124,62.24,649.08,75,22.33,110,17,46.5
"K09006",2,9.33,0,8,4,2.33,0.5,4.33,0,86,7,0.5
"K09007",123.82,380.78,113.14,205.69,123.62,216.67,217.83,431.72,80.2,280.83,131.75,1116.78
"K09009",762.9,321.2,364.6,145.4,435.6,1987.5,46,59.4,589,603.1,90.7,659.2
"K09010",17,0,6,1,0,0,1,1,0,0,2,0
"K09011",0,3.58,1,42.75,6,13.58,0.25,11.33,1,29,0,5.5
"K09013",1241.63,1978.55,700.33,1352.04,904.49,2510.54,1045.51,881.18,976.76,1698.69,709.14,2428.15
"K09014",1111.63,1253.89,616.33,1208.04,808.49,2324.54,1032.51,728.02,946.76,1405.69,724.64,1379.65
"K09015",1077.63,1234.89,578.33,1164.04,760.49,2291.54,1019.51,663.52,924.76,1377.69,665.14,1352.15
"K09016",235.7,570.65,109.86,816.99,79.56,127.56,144.96,348.65,274.2,497.99,93.34,458.46
"K09017",252.7,599.65,115.86,820.99,80.56,129.56,146.96,357.65,274.2,498.99,95.34,458.46
"K09018",235.7,570.65,109.86,816.99,79.56,127.56,144.96,348.65,274.2,497.99,93.34,458.46
"K09019",929.31,711.7,474.19,888.11,575.87,1780.49,826.26,341.27,855.07,563.52,96.06,916.38
"K09020",235.7,570.65,109.86,816.99,79.56,127.56,144.96,348.65,274.2,497.99,93.34,458.46
"K09021",235.7,570.65,109.86,816.99,79.56,127.56,144.96,348.65,274.2,497.99,93.34,458.46
"K09022",658.14,2084.19,360.32,1824.85,383.16,626.66,481.27,893.69,640.83,1760.01,434.47,1949.63
"K09023",235.7,573.65,109.86,816.99,81.56,127.56,169.96,348.65,274.2,498.99,93.34,458.46
"K09024",456.86,699.24,156.45,887.62,117,215.44,202.3,573.65,313.94,613.74,104.7,544.13
"K09065",0,4,2,7,0,0,0,14,0,6,0,22
"K09116",17,20.33,21,95,15,0,6,12.33,4,35,15,34
"K09117",935.4,1357.53,558.1,315.23,763.93,2273.5,733.33,403.9,660.33,814.1,493.54,1884.37
"K09118",854.9,533.2,398.6,188.4,467.6,2132.5,56,133.4,595,1048.1,112.7,745.2
"K09119",0,3.58,1,42.75,6,13.58,0.25,11.33,1,29,0,5.5
"K09120",0,23.58,16,136.75,9,14.58,5.25,19.33,5,55,13,38.5
"K09121",140,702.83,74,168.5,79,223.83,23.5,162.33,21,307,20.67,1011
"K09122",688.5,282.25,350,228.75,409,1724.58,32.25,55,581,366.5,42.5,527.5
"K09123",0,25.33,15,94,15,0,5,11.33,4,42,13,34
"K09124",0,0,0,0,0,0,0,0,0,0,2.33,0
"K09125",381.12,869.51,223.3,994.06,280.45,516.41,1106.85,540.7,369.96,764.87,292.55,658.76
"K09126",17,2.33,7,2,6,0,1,3.33,1,5,2,1
"K09127",17,1.33,19,2,1,0,1,50.33,5,1.33,2,2
"K09128",0,25.33,15,94,15,0,5,11.33,4,42,13,34
"K09129",18,174,26,105,20,54,11,28,5,318,33,38
"K09131",324.23,1662.44,252.23,1056.06,353.56,378.96,971.43,536.45,376.43,1138.59,249.77,1449.28
"K09132",17,0,6,1,0,0,1,1,0,0,2,0
"K09133",17,1,17,1,1,0,1,1,3,1,2,1
"K09134",46.75,684.33,70.5,236,97,181.16,37,188.08,25.5,208,82.5,978.5
"K09135",0,0.33,0,1,0,0,0,1.33,0,1,0,0
"K09136",1590.23,1023.69,776.73,1069.31,883.89,3612.21,335.18,414.45,1451.43,913.59,160.27,1449.45
"K09137",677,128,333,107,397,1658,23,24,576,195,30,489
"K09138",0,1.33,11,1,1,0,0,1.33,3,2,0,1
"K09139",0,2.33,1,1,6,0,0,2.33,1,5,0,1
"K09140",0,24.58,6,136.75,14,14.58,5.25,20.33,3,58,13,38.5
"K09141",26,87.58,51,195.75,71,124.25,15.75,164.33,13,236,33,959
"K09142",0,21.25,17,135.75,15,13.58,5.25,19,6,58,13,39.5
"K09143",17,1.25,6,42.75,0,11.25,1.25,10,0,24,2,4.5
"K09144",0,0,0,0,0,0,0,0,0,0,2.33,0
"K09145",0,0.5,0,0,0.33,0.67,0,0,0,0,0,0.17
"K09146",24,162,10,28,20,317.8,6,28.2,1,295,31,87
"K09147",0,18,16,94,10,0,5,60,5,32,13,34
"K09148",0,22.58,5,136.75,8,14.58,5.25,19.33,2,54,13,37.5
"K09149",0,1.33,2,4,2,0,4,1.33,0,18,4,12
