"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_2E","FS_3A","FS_3C","FS_3E"
"K06907",1852.95,1417.78,2778.75,1349.5,1676.08,1826.52,1966.92,2296.65,2133.01,1844.77,961.24,3218.79,2221.94,1842.92,301.23,2043.49,1891.62,1581.74
"K06908",639.48,438.2,888.62,547.1,614.48,573.66,633.59,780.29,715.299999999999,753.99,448.66,1096.75,889.57,589.57,35.91,707.93,757.54,680.06
"K06909",56.78,57.8,72.87,36.37,60.23,79.33,39.48,59.73,41.02,85.32,33.15,88.25,76.52,61.61,2.6,90.7,76.8,73.55
"K06910",7571.27,5465.05,9488.73,4304.32,5834.91,6802.99,5955.64,7103.43999999999,6453.93999999999,7938.44,3841,10777.05,9811.14,7149.88,1068.61,8725.54,7413.15,6814.31
"K06911",20323.38,15444.33,25515.16,10788.98,15463.2,17867.04,14986.58,17550.1,15500.3,21940.15,10913.35,29086.88,27647.9,20733.25,2670.06,24516.55,20146.33,18565.64
"K06912",571,441,816,208,446,508,273,242,230,743,360,681,984,972,49,601,570,427
"K06913",438.98,230,344.82,171.83,264,170.16,189.16,304.99,188.82,576.66,242.16,436.99,337,250.65,2.33,375.01,336.33,420.16
"K06914",438.64,224.67,344.15,169.5,262,171.32,189.16,306.49,186.65,580,243.16,437.49,338.83,252.97,2.66,374.85,337,426.32
"K06915",10754.77,7838.29,13792.5,5495.52999999999,8259.74,9471.70000000002,8138.2,10124.84,8752.71,12164.31,5807.66999999999,14497.95,15411.15,12202.84,1418.26,14041.49,11092.44,9901.51000000001
"K06916",6686.96,5104.99999999999,8290.46,3744.05,5368.39999999999,5844.39,4775.89,5388.25999999999,5050.78999999999,7913.14,4086.6,10838.15,10316.9,7422.75,911.66,8671.32,7152.4,6470.82999999999
"K06917",1807.38,1144.82,2338.04,1205.27,1529.16,1805.46,1380.12,1572.69,1606.81,1598.8,1052.66,2207.49,1979.38,1447.22,124.74,1594.13,1412.08,1263.81
"K06918",3040.18,2298.44,3883.44999999999,1625.33,2362.59,2634.2,2189.1,2437.15,2176.81,3555.39,1748.69,4298.02,4709.67999999999,3683.36999999999,437.98,4519.54999999999,3505.73,3101.93
"K06919",2329.9,1635.62,2915.94,1107.52,1621.73,1934.32,1709.38,2014.96,1729.75,2636.31,1260.28,3089.58,3782.73999999999,2812.03,399.17,3502.98999999999,2692.5,2389.01
"K06920",11536.73,9413.47,13801.2,5506.21999999999,8772.33,9536.23000000001,8194.25999999999,10028.33,8622.33999999999,11991.08,5961.40999999999,15897.98,14656.96,10719.74,1200.72,14195.11,11109.77,10726.97
"K06921",1581.88,1165.44,2124.61,1288.82,1609.51,1532.55,2366.64,3567.12,2731.57,1423.71,759.66,1522.8,1658.8,1108.24,30.43,1331.48,1217.28,1152.27
"K06922",33.82,19.64,36.82,29.32,33.66,27.67,28.64,34.63,23.31,62.64,28.67,68.33,87.49,38.64,2,40.3,53.99,40.32
"K06923",3817.75,3000.69,4654.99,1840.57,3022.01,3470.88,2567.76,2833.63,2541.01,4683.92,2382.09,5732.81,6219.58,4873.31,630.42,5460.87,4113.75,3623.59
"K06924",1,2,2,0.5,0,0.5,1.5,3.5,3,1.5,1,6,1.5,1,0,1.5,1.5,2.5
"K06925",13170.69,10859.12,16529.35,6930.64999999999,10380.86,11247.67,10959.34,13128.68,11624.1,13437.94,6971.99,18879.16,16259.66,11530.66,1342.4,16120.5,13434.14,12720.67
"K06926",241.9,213.67,362.91,173.49,247.81,205.78,244.41,274.42,281.49,236.73,137.5,308.24,322.59,283.96,11,244.08,240.71,210.33
"K06928",503.41,318.75,563.33,308.42,377.25,395.83,445.75,668.17,478.83,680.17,306.33,596.42,479.5,358.08,6,527.75,451.01,518.75
"K06929",9311.1,7374.68,11729.44,4709.62999999999,7037.07999999999,7995.99,7904.18,9351.19,8137.77,10016.17,4959.19,13238.27,12537.97,9557.69,1165.95,12544.86,10126.45,9264.07000000001
"K06930",507,314.61,804.11,263.64,502.11,331.33,356.03,718.33,642.39,356.94,268,521.7,380,397.64,21.36,543.61,438.64,370.61
"K06931",339.66,159.66,330.33,153.83,275.67,249.5,163.83,161.5,116,439.83,311,834.33,685.5,271,10,459.83,419.16,413.17
"K06932",708.98,409.66,759,377.16,495.68,510.16,561.33,925.99,650.66,763.32,339.16,678.66,546,411.98,19,594.67,522.66,571.82
"K06933",602.96,285.02,389.97,223.5,334.99,242.48,329.49,486.47,357.96,524.49,215.98,370.98,386.5,262.95,2.99,393.54,334.51,433.47
"K06934",832.54,450.6,946.79,472.89,599.31,644.84,451.47,640.81,463.78,735.52,353.72,799.88,663.05,444.49,48.81,521.34,469.42,588.71
"K06935",387.66,228.66,358.33,215.83,281.67,224.5,279.83,461.5,285,579.83,247,456.33,356.5,245,3,354.83,320.16,396.17
"K06936",536.98,284.66,466,259.16,373.68,284.16,340.33,532.99,381.66,647.32,286.16,518.66,430,294.98,5,448.67,398.66,471.82
"K06937",1400.65,967.79,1751.46,733.47,1078.48,1402.4,874.46,1264.31,964.66,1653.55,771.62,1554.82,1658.16,1377.5,92.65,1497.06,1278.86,1172.06
"K06938",4337.07,3137.7,5405,2315.92,3362.89,3787.8,2959.26,3295.12,3058.4,4788.32,2404.84,5898.21,6316.83,4883.71,621.78,5368.99,4240.48,3771.44
"K06939",2.66,2.66,8.33,1.83,1.67,1.5,4.33,12,11,3.83,1.5,7.33,4,2,0,2.33,3.66,4.67
"K06940",6204.68999999999,4428.38,7848.86999999998,3411.67,4979.37,5421.25,4323.28,5581.41,4609.92,5827.45,2937.44,7013.88,6927.36,5336.69,485.95,5742.2,5110.68,4678.97
"K06941",15379.95,12572.99,19387.2,7887.58999999999,11975.67,13350.74,12412.97,14751.88,13112.17,15936.33,8143.11,21534.49,19838.75,14569.6,1713.33,19805.74,16091.3,15029.66
"K06942",15975.5,12920.77,19923.03,8210.30999999999,12422.39,13627.33,12909.01,15642.33,13613.1,16751.09,8499.65,22386.82,20368.5,14844.47,1736.57,20349.83,16610.3,15552.48
"K06943",593.98,342.66,598,308.16,426.68,364.16,447.33,725.99,522.66,703.32,323.16,607.66,510,371.98,6,541.67,476.66,532.82
"K06944",750.56,461.24,822.57,387.62,520.96,538.07,606.57,975.540000000001,693.08,818.71,351.81,745.59,615.24,469.87,22.98,686.59,603.95,652.59
"K06945",2287.6,1997.4,3424.2,1893.76,2168.26,2119.19,2860.94,3314.21,3342.63,2784.59,1513.25,5105.2,3614.5,2778.58,732.48,2996.24,3191.43,2296.45
"K06946",649.399999999999,425.59,1027.44,459.38,529.24,652.199999999999,627.079999999999,806.57,579.99,639.609999999999,502.12,863.61,893.38,637.16,14.69,703.09,606.95,637.449999999999
"K06947",184,106,284,151.5,144,278.5,282.5,525.5,292,122.5,49,141,139.5,94,14,130.5,118.5,79.5
"K06948",1118.61,687.19,1405.24,761.24,997.71,1077.88,936.76,1246.07,1025.08,1062.51,762.2,1620.54,1474.48,912.62,40.97,1348.88,1214.71,1089.71
"K06949",8870.25999999999,6607.57,11597.31,5594.84999999999,7558.83999999999,8343.28,7911.59999999999,9556.96999999999,8716.19,8992.48999999999,5214.88,13215.16,11317.65,8060.61999999999,1043.01,10444.75,9187.46,8129.24
"K06950",4601.39,2795.32,5546.20999999999,2628.18,3449.69,3926.62,3294.07,4065.96,3529.2,3974.67,2251.42,5338.39,5007.35,3249.69,263.46,4261.1,3565.39,3477.74
"K06951",7,2.5,13,7.5,22,7.75,9.5,11,10,7.25,8,4,10,1,0,5.75,11.25,13.25
"K06952",2583.84,2014.43,3251.91,1248.59,1885.81,2289.41,1809.5,2000.36,1806.08,3264.82,1486.82,3774.74,4480.04,3630.63,468.45,4110.33,3054.89,2648.61
"K06953",3618.3,2727.96,4199.5,1644.81,2636.52,2909.33,2497.14,3105.62,2464.31,4521.45,2009.83,5077.49,5297.16,4319.95,540.67,5090.63,3867.98,3585.3
"K06954",132.07,131.65,185.28,62.25,78.62,127.83,119.03,131.83,110.2,167.5,45.33,154.17,209.17,177.5,21,123.58,107.25,88.58
"K06955",564.4,411.64,737.59,280.26,522.89,381.09,442.26,633.2,515.68,374.59,291.47,524.62,461.22,384.27,28.16,630.09,368.6,353.21
"K06956",1491.59,900.77,2013.1,1209.6,1278.85,1363.44,1295.17,1550.61,1543.51,1319.89,769.99,1911.03,1460.49,1124,38.7,1292.06,1312.34,1152.53
"K06957",1517.18,929.1,1942.63,1056.16,1236.27,1238.2,1258.77,1627.15,1420.15,1413.05,740.189999999999,1709.69,1354.51,1030.7,43.15,1232.71,1186.56,1209.59
"K06958",10885.7,8805.56,13304.4,5686.69999999999,8609.48,8977.74000000001,8786.92,10268.36,9454.9,10946.78,5815.7,15874.03,13217.98,9226,1124.43,12675.82,10820.53,10257.14
"K06959",8134.45,6404.28999999999,10669.35,4539.55999999999,6536.45999999999,7170.17,6268.01999999999,7267.67999999999,6640.03,9016.42999999999,4710.33,11497.68,11585.35,8496.26,1089.07,10719.99,8636.89,7829.27
"K06960",8658.35,7475.95,10903.47,4209.46,6467.09,6997.09,7413.48,8853.32,7951.55,8458.54,4136.12,11636.13,9972.67,7119.45,818.77,10712.67,8852.26,8456.69
"K06961",706.98,409.66,759,374.16,493.68,510.16,559.33,925.99,649.66,762.32,339.16,678.66,546,411.98,19,594.67,522.66,570.82
"K06962",993.21,647.42,1329.59,662.02,840.55,966.38,857.44,1000.83,958.76,968.36,672.44,1470.68,1374.5,877.49,52.52,1324.91,1185.78,1009.67
"K06963",602,381,691,392,459,528,613.5,955.5,673,726,314.5,642,514.5,376,18,501.5,451.5,498.5
"K06964",84.99,21.67,31.33,16,33.33,17.83,25.83,48.49,41.49,24.33,12.66,17.66,32.5,21.65,0.33,36.85,35.16,31.66
"K06965",703.98,396.66,751,359.16,492.68,509.16,555.33,914.99,622.66,761.32,337.16,678.66,546,411.98,19,593.67,520.66,569.82
"K06966",22207.5,18025.87,27507.1000000001,11187.18,16858.93,18968.23,17990.8,21284.85,18660.54,23684.08,11561.14,31661.81,29423.82,21701.47,2727.66,28846.51,23342.24,21749.15
"K06967",1092.04,723.34,1490.6,735.89,1025.19,1061.47,881.2,1053.78,951.34,1082.13,762.21,1507.71,1450.85,919.93,44.54,1418.16,1287.33,1079.9
"K06968",1694.09,1158.09,2186.04,1021.26,1366.86,1415.14,1350.03,1549.58,1432.09,1457.74,785.33,2209.81,1710.79,1253.6,135.59,1674.73,1344.26,1274.33
"K06969",11606.96,9642.64,14614.71,5763.15999999999,8759.25,9866.3,8439.54999999999,10329.94,8687.59999999999,11097.03,5478.94,13783.15,13023.08,9896.75,863.05,13428.66,10521.25,10528.09
"K06970",995.18,573.94,1342.95,768.83,867.09,895.03,728.6,900.65,839.809999999999,851.56,538.02,1247.02,1044.84,684.04,46.48,774.72,773.73,726.43
"K06971",258.75,157.71,350.02,180.3,238.97,339.01,272.5,397.57,275.51,228.32,115.9,280.99,331.79,210.13,16.94,249.38,221.24,218.72
"K06972",277.23,249.15,348.03,177.83,362.28,214.75,253.2,254.25,278.38,448.25,469.67,733.39,440.08,352.31,18,529.39,504,419.75
"K06973",1816.55,1496.59,2362.27,1004.47,1528.93,1613.13,1089.29,1340.21,1168.01,1725.71,845.79,2135.58,2128.14,1347.86,125.54,1948.7,1580.13,1606.23
"K06974",576,373.66,715.18,377.83,479.68,461.5,573.67,890,660.34,733.16,361,670.67,561,419.33,7.67,569.66,514.83,543.66
"K06975",5887.57999999999,4159.16,7754.66,3417.9,4526.30999999999,5344.25,5202.66999999999,5826.79999999999,5462.27999999999,6925.74999999999,3581.99,9078.62,9483,6775.44,896.61,7604.99,6602.67,5568.26999999999
"K06976",1612.73,1093.67,2074.89,1143.4,1372.42,1519.91,1557.27,1739.48,1737.49,1747.68,1069.69,2971.97,2350.44,1573.59,269.83,1918,1862.3,1529.96
"K06977",48.17,36.17,90.5,44.17,38,94.17,31.83,43.67,60,112,28.5,87.5,107.5,90.5,12.5,24,28.5,20
"K06978",9470.67999999999,8539.55999999999,10961.28,3831.69,6333.24999999999,6637.25999999999,7574.66999999999,8391.10999999999,7873.53999999999,9851.56999999999,4108.63,13008.38,11845.97,8745.43999999999,1188.84,11570.73,9506.84,9187.35999999999
"K06979",22.82,32.64,30.07,33.44,26.19,26.75,19.47,28.96,28.31,32.04,14.17,40.33,33.49,25.64,1,21.7,24.19,26.82
"K06980",9881.33,8431.87,12024.88,4698.40999999999,7326.22,8229.42000000001,7090.4,7985.98999999999,7313.72,10886.07,4890.98,14784.36,13703.74,10266.77,1391.44,12515.23,10093.94,9587.44000000001
"K06981",741.65,417.66,792.67,382.66,505.01,531.16,570.83,940.5,671.16,770.82,344.83,698.66,571.33,432.98,21,621.34,541.33,591.65
"K06982",698.98,404.66,758,375.66,494.68,507.16,559.33,920.99,643.16,761.82,339.16,676.66,543,410.98,19,583.67,514.66,568.32
"K06983",292.91,263.65,405.97,182.43,241.27,240.44,382.43,450.43,439.28,241.1,103.64,329.29,305.78,209.61,27.99,460.43,210.16,230.77
"K06984",682.3,364,633.99,327.16,468.01,381.82,471.66,720.98,552.98,728.65,330.82,603.32,538,391.63,6.33,559.35,497.33,558.81
"K06985",2594,1974.5,3259.5,1266,1830.5,2508,1609,1786,1597,3019.16,1286,3323.16,4351.84,3456.5,449,3917.5,2779.5,2476.5
"K06986",489.48,291.14,598,297.16,327.09,429.16,353.9,455.49,393.07,507.9,312.33,559.07,616.92,348.91,25.32,603.07,497.06,429.33
"K06987",3200.68,2368.3,3599.04,1567.96,2721.5,2513.97,1889.46,2130.34,1983.24,3243.27,1839.08,5123.84999999999,4143.6,2764.7,417.85,3309.38,2865.03,2841.83
"K06988",4799.86000000001,3579.69,6507.31,3012.97,4011.99,4465.02000000001,4892.02000000001,5757.05000000001,5258.92000000001,5386.68000000001,2574.43,8674.15999999999,6579.92,5069.54000000001,858.92,5212.92,5210.08000000001,4411.54
"K06989",1287.67,893.72,1724.07,804.94,1111.96,1215.04,897.569999999999,1178,1028.24,1494.22,712.33,1738.35,1819.93,1477.93,122.78,1261.59,1242.86,1076.44
"K06990",4562.03,3735.27,4962.76,1806.2,3123.72,3307.4,3113.92,3966.76,3194.87,4316.34,1988.29,4840.54,4336.32,3144.47,244.48,5074.28,3883.68,4147.2
"K06991",660.63,459.99,838.17,346.67,508.45,661.21,301.45,403.13,436.7,791.18,295.09,923.89,1029.66,734.89,109.26,489.04,406.59,387.34
"K06992",305.01,161.63,306.71,151.66,175.89,281.62,158.48,156.14,258.39,326.18,74.92,419.74,384.32,330.13,64.75,101.12,147.02,127.5
"K06994",11089.48,8054.33,14822.64,7644.84,8750.68,10400.63,14068.11,15531,15009.27,11778.23,6327.41,19811.96,16338.44,10735.05,2008.68,14652.98,13714.74,10222.02
"K06995",2304.81,1756.73,3044.38,1236.2,1855.53,2218.79,1937.86,2163.63,1962.85,3241.21,1568.42,4003.09,4257.12,2850.57,292.78,2619.33,2315.2,2130.56
"K06996",13042.64,11005.76,15413.43,5756.03,8561.42,9033.98,10379.2,11814.57,10789.69,13196.46,5649.31,17624.92,16185.01,12046.8,1627.24,14591.23,12201.96,12072.55
"K06997",15129.17,12346.79,18903.17,7758.14999999999,11830.35,12950.32,12137.16,14347.83,12698.75,15793.27,8086.81,21358.36,19669.99,14331.98,1668.73,19608,15969.15,14823.58
"K06998",3810.25,3418.41,4300.85,1256.08,2460.26,2584.99,2255.41,2527.49,2226.18,4090.33,1619.67,4489.92,5199.17,4258.25,482.67,5268.91,3898.67,3906.58
"K06999",7680.64,5781.12999999999,9864.96000000001,4039.38999999999,6200.16,7198.36,5705.08999999999,6637.31999999999,5851.09999999999,8580.21,4375.33,11748.25,11667.81,8721.79000000001,1041.25,9514.54,7854.18,7105.58
"K07000",3128.46,1956.23,4043.64,2085.62,2609.56,2850.51,2309.9,2662.49,2491.85,2646.34,1631.09,3675.08,3223.01,2351.3,172.86,2654.44,2518.16,2278.42
"K07001",29756.56,23017.77,36330,14322.13,22245,25540.72,22366.28,25719.38,22663.02,33491.47,16446.91,41661.58,43465.5,32441.8,4084.04,41476.3900000001,32423.2,29247.58
"K07002",2730.76,1918.71,3565.11,1413.64,1864.45,2562.32,1939.99,2230.4,1925.28,3101.64,1341.31,3438.28,4340.44,3255.16,488.1,3694.04,2718.42,2396.17
"K07003",7287.79,5205.37,8775.26999999999,3657.86,6130.82,6131.84,5359.64,6330.42,5238.35,8333.59999999999,4871.48,10256.37,10172.45,7708.91,820.35,10232.47,8248.35,7373.96
"K07004",1428.95,1005.64,2035.51,989.28,1139.05,1353.46,1373.64,1505.84,1614.87,1320.17,641.56,2051.92,1683.24,1424.1,306.32,1269.08,1410.29,1076.29
"K07005",3448.38,2608.06,4505.14,2128.93,2844.75,3018.62,3442.76,3967.52,3597.59,3656.67,1864.53,5629.72,4632.59,3497.65,540.73,3981.46,3531.54,2827.81
"K07006",11578.54,9366.36999999999,14191.78,5338.62,8216.26999999998,9286.09999999998,8784.15999999999,9880.76999999998,8815.88999999998,13584.06,6315.38,16758.7,17618.62,13202.27,1694.71,15062.6,12344.95,11156.79
"K07007",10028.01,8181.72,12077.18,4717.40999999999,7315.78,8046.16,6447.85999999999,7494.58999999999,6672.73,10568.77,4885.13,13003.96,13337.44,9987.35,1161.08,11502.59,9086.44,8715.53000000001
"K07008",4145.81,2817.09,5472.32999999999,2711.48,3351.95,3799.58,3574.85,4151.74,3885.59,4566.66,2604.22,6327.19,5719.24,3941.51,552.79,4469.72,4042.74,3516.13
"K07009",1966.58,1446.33,2637.55,1317.48,1595.33,1785.29,2478.59,2710.97,2511.73,1968.13,1108.94,3459.52,2712.93,1886.46,351.07,2707.01,2427.48,1829.52
"K07010",9404.21,7855.35,11386.34,4153.35,6896.6,7630.44,7552.9,8542.18,7619.69,9682.65999999999,4438.96,13945.23,12209.82,9016.8,1251.5,11062,9145.56,8491.75
"K07011",6232.12,5351.78,8119.81999999999,2930.49,4614.93,5831.75,6161.82,7848.27999999999,6422.65999999999,7212.44999999999,3293.78,8915.58,8123.21999999999,6344.00999999999,703.98,8243.55,6888.92,6715.25
"K07012",2311.98,1859.26,2961.21,1147.06,1591.38,1740.59,2276.54,3143.26,2595.86,1923.26,914.36,2231.59,2055.06,1722.29,140.52,2388.54,1870.55,1775.53
"K07013",255.64,98.18,169.48,80,118.16,104.32,133.16,223.98,170.64,154.16,82.82,195.82,216.5,120.8,2.66,234.86,162.34,158.98
"K07014",1203.11,630.37,1607.45,890.62,949.23,1023.91,835.03,990.58,903.519999999999,764.75,467.98,1149.09,901.22,669.3,22.98,745.41,775.37,703.22
"K07015",1217.12,818.09,1543.43,803.64,1082.44,1125.8,917.45,1222.78,978.41,1402.46,894.04,1943.15,1898.85,1114.87,111.04,1594.27,1403.66,1297.15
"K07016",327.17,247.6,358.07,156.6,318.93,253.5,178.9,233.81,177.1,248.3,118.67,256.4,268.63,209.6,20.6,393.27,341.47,311.73
"K07017",916.55,590.12,1277.21,683.48,810.31,983.84,764.76,1012.39,928.25,862.79,522.76,1143.17,1070.99,752.06,70.64,735.09,705.38,650.08
"K07018",6636.76,5641.68,7659.19,2630.77,4559.95,4992.08,4290.81,4788.31,4334.86,7230.98,2928.36,8966.92,8955.73,7050.93,1049.57,8592.09,6301.41,6162.49
"K07019",5537.86999999999,4793.54,6483.25999999999,2394.74,4092.25999999999,4378.96999999999,3311.03,3814.54999999999,3544.28999999999,5676.07999999999,2734.55,7752.33,6798.73999999999,4824.16999999999,546.2,6103.71999999999,4860.46999999999,5221.67999999999
"K07020",2461.14,1828.41,3188.94,1503.34,2066.79,2229.79,2361.18,2551.92,2490.62,2637,1517.81,3984.53,3420.37,2628.16,408.33,2913.16,2737.82,2110.79
"K07022",541.32,313.34,525.99,281.5,372.33,338.16,422.83,657.99,472.32,666.83,295.66,556.16,476,348.65,4.33,478.68,433.67,490.99
"K07023",1313.59,826.41,1930.04,882.35,1103.77,1307.67,1227.89,1725.91,1398.64,1073.75,675.61,1433.65,1247.46,1026.1,60.8,1049.14,1120.17,877.799999999999
"K07024",19342.07,14257.74,25265.13,11443.99,15409.77,16961.77,15853.51,19034.99,16550.14,19431.73,10947.76,27410.55,24912.87,17590.16,1845.73,23401.07,20291.39,18416.04
"K07025",29471.53,23619.06,36252.5,14853.08,22884.56,23961.31,23038.56,27114.37,24098.68,30875.72,15285.5,41842.02,38723.2799999999,28891.71,3510.84,35438.61,29784.1,27581.08
"K07026",714.76,503.25,810.189999999999,395.71,532.97,531.639999999999,643.769999999999,887.67,700.719999999999,894.72,457.85,855.73,700.31,510,28.56,636.42,586.7,618.52
"K07027",15207.92,11736.09,18869.67,7205.89999999999,11389.92,12757.21,12399.46,15110.12,12737.39,16926.33,8429.41,20082.4,20678.09,15829.82,1639.1,21416.89,17223.01,15682.22
"K07028",3123,2442.46,3723.16,1376.65,2276.91,2661.76,2119.89,2306.71,1940.14,3791.82,1839.26,4616.32,5167.08,4146.56,588.76,4984.64,3591.58,3134.16
"K07029",2253.99,1582.4,3042.73,1477.48,1888.79,2014.49,2199.52,2462.99,2493.89,2149.18,1326.77,3490.54,2880.37,1932.22,289.86,2840.98,2512.67,2059.8
"K07030",3064.1,2223.09,4174.93,2011.66,2612.36,2880.45,3470.14,3919.46,3736.74,2928.27,1765.11,4866.19,3965.1,2684.75,396.04,4074.36,3514.85,2873.83
"K07031",2916.92,2670.24,3329.82,883.74,1660.66,2117.66,2016.08,2363.43,2031.16,2634.09,911.83,3283.42,2956.32,2306.39,301.16,3050.93,2320.75,2603.89
"K07032",5785.58,4264.2,7522.33000000001,3011.11,4300.65999999999,5347.55,4827.45999999999,5229.51999999999,4696.86999999999,6804.87,3246.86,8936.06,9252.05000000001,6953.24,918.04,7401.12,6108.87,5284.71999999999
"K07033",710.91,393.46,684.14,371.45,515.64,419.8,530.57,820.98,624.57,761.83,375.82,663.53,609.33,417.19,6.33,592.9,574.51,612.98
"K07034",1931.72,1265.45,2530.58,1188.24,1427.37,1502.74,2088.53,2495.73,2301.45,1472.28,791.249999999999,2488.12,1967.18,1407.2,124.32,1891.27,1635.79,1418.2
"K07035",760.02,580.45,954.82,413.56,637.65,664.95,655.06,653.06,725.32,737.22,521.07,1298.9,1031.88,556.98,27.44,972.56,834.4,759.05
"K07037",4741.24,3936.63,6177.66,2652.68,3997.22,4402.31,4389.79,5598.12,4798.92,4919.4,2863.37,6333.62,5789.22,3862.51,302.78,6821.04,5657.22,5262.72
"K07038",5783.55999999999,4481.58,6975.93999999999,2748.75,4168.92,4381.91999999999,3831.54,4539.85,4116.48,5307.58999999999,2904.83,7315.7,6205.76,4475.64,340.4,6154.37999999999,4944.64,5056.50999999999
"K07039",2042.34,1197.7,2477.54,1158.34,1675.18,1644.88,1120.38,1223.1,1160.16,1882.59,1105.45,2446.09,2350.9,1858.8,118.03,1715.01,1521.23,1326.8
"K07040",10718.13,8393.13,13777.03,6010.84999999999,8535.63,9402.51,9522.31999999999,11497.27,10292.93,10555.49,5897.51,14496.38,12666.3,9068.69,919.82,13130.97,11060.82,10200.65
"K07041",754.98,430.99,835.17,399.66,520.85,586.99,637,1080.32,711.33,814.48,349.66,738,571.5,435.98,30,613,545.66,578.15
"K07042",14339.69,11998.95,17885.02,7180.48999999999,11055.02,11948.34,11291.34,13248.18,11904.1,14940.44,7422.99,20415.16,18507.33,13475.66,1644.9,18104,14748.64,13838.67
"K07043",8842.2,6839.42,11041.95,4840.66999999999,7074.6,7799.92,7084.31,8150.08999999999,7591.81,9487.98,4678.82999999999,13265.66,12165.19,9058.35000000001,1302.64,10595.88,8668.45000000001,7716.98
"K07044",1437.19,894.08,1686.06,968.44,964.52,1328.77,1034.41,1097.49,989.65,1915.93,949.23,2068.48,2670.3,1519.82,196.98,2175.89,1679.8,1383.95
"K07045",9733.33000000001,7737.55,13064.61,5380.34,7557.9,8545.57000000001,9777.06,11257.36,10605.58,10383.52,5232.4,14464.42,13677.71,10120.3,1360.17,12297.66,10501.31,8722.14
"K07046",3683.39999999999,3279.33,4301.56999999999,1466.41,2608.8,2415.82,2351.71,2826.81,2500.47,3715.52999999999,1444.54,4406.94,4204.58999999999,3426.75,321.65,3820.24,3107.8,3312.18
"K07047",15947.65,12991.71,18870.7,7355.67999999999,11415.18,12520.86,12552.71,14084.96,12972,17912.73,8591.53,25138.49,22742.8,16074.44,2097.26,20642.81,17072.81,16167.88
"K07048",2042.6,1549.34,2702.52,1363.57,1602.78,1869.84,2269.24,2582.99,2435.42,2693.75,1441.77,3847.26,3279.61,2112.08,351.26,2575.98,2436.09,2189.83
"K07049",537.98,284.66,464,266.16,379.68,312.16,342.33,585.99,388.66,643.32,285.16,518.66,436,294.98,5,442.67,397.66,467.82
"K07050",1253.53,976.72,1479.64,567.68,996.22,985.8,1069.03,1378.88,1176.23,1218.78,548.39,1854.59,1478.28,1137.31,195.16,1384.98,982.17,921.43
"K07051",894.69,648.75,975.41,451.35,658.94,458.5,528.99,831.3,623.34,1185.73,526.22,1066.58,820.92,715.4,33.64,1030.68,829.28,981.28
"K07052",20178.3,16460.03,23582.25,8864.85999999999,14165.46,14794.24,14305.69,17439.62,15113.14,19941.25,9796.36,24947.75,23842.59,17953.96,1663.57,24074.5,20104.36,19545.47
"K07053",11095.12,8624.12,14665.76,6135.41,8788.37,9682.83,10952.19,13186.69,11866.33,10444.1,5763.6,15098.38,12589.2,8749.47999999999,970.92,14392.16,11400.16,10505.32
"K07054",7319.07,5914.93999999999,8879.78000000001,3434.47,5263.70999999999,5744.49,5331.79999999999,6027.11999999999,5563.32,7531.03,3336.61,9522.61000000001,9525.10000000001,7549.39,994.7,8724.63,7062.76,6563.01
