"","BulkRAG1","BulkRAG2","BulkRAG3","BulkRAG4","BulkTP1","BulkTP2","BulkTP3","BulkTP4","RAG1","RAG10","RAG11","RAG12","RAG13","RAG14","RAG15","RAG16","RAG2","RAG3","RAG4","RAG5","RAG6","RAG7","RAG8","RAG9","RTP1","RTP10","RTP11","RTP12","RTP13","RTP14","RTP15","RTP16","RTP2","RTP3","RTP4","RTP5","RTP6","RTP7","RTP8","RTP9"
"K14259",7371.34,9296.84,6573.33,10730.67,4865.83,4602.66,3632.67,2255.34,15312.34,13039,5776,16557,9195.01,15475.33,13281,6929.5,14829.5,15956.5,15687.82,10984.16,4334,18661.34,4511,3749.33,3515.67,4419.33,3843.17,3145.83,5079.34,3834.5,4042.16,2449.33,3351.66,4237.5,2751.33,4675.33,3659,3829.33,1272.5,5288.5
"K14260",13118,13301,14277,10000,6383,7110.34,5958.66,6116,12509.34,8136.34,0,4150,9977.32,12255.46,10048,2426,11636.34,12276.84,8927.34,8541.34,3974.5,9799,2157,4658,8297.66,7220.34,6911.34,5004.34,8047.84,5254.34,8556,1811,5170,8996,2948,9521,7969.66,6069.34,1023,7949.66
"K14261",23831,28302.67,19851.83,20665,48381,43808.67,39255.5,30135.67,43745.67,35406.33,7295,31397.5,33257,36956.8,29483.5,10697.5,39401,46546.67,37897.67,29159,145573.18,38089.67,74589.66,15869,43051.17,42262.33,40083,31451.5,42727.67,44213.33,48481.33,30231.33,40285.33,41298.67,34213.33,47130.33,43506.17,42727,21743.17,40804.67
"K14266",5090,11564,5442,4536,1852,3490,2628,2002,24505,9212,0,5318,14858,7070,4650,1912,7903,19380,9832,8716,16666,6653,13952,3804,3732,3507,3380,2712,8895,3328,6180,4312,9507,3124,2444,6486,3370,3615,216,4770
"K14267",18057.67,28127.84,18734.5,13565.67,7859.16,6817.16,7007.5,5137.17,22884.67,16947.84,1710,9972.5,11017.5,13369.16,13035.5,2426,20098.84,20766.17,15486.49,13594.5,9828.5,20778.5,7851,4758.33,8367.5,7838,7337.67,5306.5,11174.01,7431.67,7830.16,4082.67,6496.49,10861.66,7288,13048.33,8946.49,7317,865,11093.66
"K14268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,562,0,0,0,0,0,0,0,0,0,0,0,0,350,189,0,0,0
"K14275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0
"K14287",4040,5865,4034,3436,2727,1790,2372,1804,5742,4145.5,0,2926,2882,4749.3,2974,459,25511,6141,18365,2021,7147,2329,3976,0,2731,3241,3229,2477,3876,2279,3609,2185,1581,2801,1858,5085,3388,2103,1200,2986
"K14330",0,177,106.5,0,0,0,0,0,516.5,236.67,0,463,579,844,69,0,812,370.5,611,111,0,228,0,0,0,26,52,39,0,25,726,181,0,0,0,0,174,93,0,81
"K14331",0,177,106.5,0,0,0,0,0,516.5,236.67,0,463,579,844,69,0,812,370.5,611,111,0,228,0,0,0,26,52,39,0,25,726,181,0,0,0,0,174,93,0,81
"K14333",0,700,0,0,0,0,0,0,746.5,677.5,0,1166,0,878.5,940.5,0,1697,4880,2784.5,1385,65352,0,29671,2373,656.5,434,358.5,419.5,907,246.5,5352,1243,1164,333.5,270.5,0,511.5,468,722,0
"K14335",4599,13628.33,7241.67,4067,12634.33,10636.33,9008.33,6281,15306.33,10704,0,6601,11621,7621,4553.33,3207,9132,15189.17,9217,8112.67,3965.67,7221.33,3838,7824,12189.67,11680.33,10812.33,7854,12806.67,12108.33,12462,6861.67,13047.33,12394.33,7387,14773.33,16304.33,12198,4132,12559
"K14337",1045,3127,3511,761,3232.33,2443.33,1775,1312,3096,3146,0,1948,2328,1902,620,1967,2649,3976,2138,2553,0,931,1120,4658,2422.67,2344.33,3614.33,1907,3028.67,2524.33,3309.33,1090.67,2727.33,2868.33,0,3409.33,5173.33,2659,0,3082
"K14338",3901,4709,2200,1733.75,2203,1884,2237.83,1918.5,3206.5,3178,1343,2113.25,3166.33,3713.75,1603,0,1748.75,4017,2785,3206,659,5420.5,1457.5,0,2303.83,2768.67,2011.25,2160.17,2800,1939,2217,1796,1674,1978,1998,2446,2736,2866.67,99,2496.33
"K14339",1045,2361,3025,761,3232.33,2443.33,2067.83,1814.5,3096,3146,0,1948,3019.33,1902,620,1967,2649,3213.5,2138,2553,0,931,560,4658,2865.5,2672,2596.33,2428.17,3028.67,2524.33,3529.33,1090.67,2727.33,2868.33,0,2585.33,5173.33,3312.67,0,3405.33
"K14340",0,2435,486,0,2177.16,1743.83,2583.66,1005,5595.67,4911.67,0,0,5274.49,3836.33,0,1967,3864.17,5729.67,5922.67,6244.67,0,2854,560,4658,2267,1908,2717.33,1134.34,1806.51,2065.33,2510.66,2181.34,3282.16,1516.66,1302,1532.66,1685.49,1307.34,0,2829.66
"K14347",3899.67,6536,4119.33,3610,4990.5,2556.67,3059.33,1948.17,7546.01,7077.5,0,1697,5550.83,6687.13,2290.5,36,11850,10057.67,7589.67,5692,72606.84,3400.34,34845.33,2373,5048,3796.5,4879.17,3389.67,5571.84,3014,8296.33,2809.83,3794,2362.17,2105.33,5669.83,7120,2955.67,1520.5,3910
"K14348",0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0
"K14392",6467,8189,9064,6584.75,5613,6430,2559,3692,9939.5,6915,2819,4076.25,5363,7059.05,6860,2181,10352.75,10872,10236,6202,3724,9891.5,4236.5,13476,5703,6629,5206.25,3781,5673,5253,5620,4401,7259,5550.5,6158,7094,7174,5946,3600,6215
"K14393",17157,38423.84,24024.2,21022.25,35346.33,30563.77,24673.56,24267.4,37332.9,28167.31,4529,17543.65,24921.46,23197.21,19653.94,5730,35196.75,40316.84,32615.98,26057.4,18034,32917.4,15651.5,18878,32912.93,36964.11,36813.26,29561.94,35672.14,31219.31,29663.53,18762.17,36161.63,30235.63,29807.7,37306.82,35924.79,31720.8,8881.3,33617.73
"K14414",145,559.33,120.67,0,1477,1300.5,814.33,187.67,2678.83,2310.5,0,1400,228,1202.8,573.83,0,2726,4670.67,1309,1226.67,64623.34,728.33,29843.33,2588,1030.5,1597,1356.5,1124.17,2283.33,1204.5,6429.67,1936.5,704.5,1617.5,971.5,2980.83,2289.83,1486,958.67,300.67
"K14415",27657.34,36255.67,24567.17,16101.17,53087.66,51043.16,46020.66,29932.18,54800.5,55317.01,2057,27460.5,35334.34,36244.96,29115.83,4119,58810.5,57788.01,56983.66,45656,17531.84,49348.5,15803.5,13616.33,59180.67,56749,51055.34,34997.84,57250.84,52315.17,53406.33,30981.5,52010.49,55133.33,38756.83,59946.48,56731.32,49360.33,14884.84,55951.84
"K14439",0,5888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14441",30101.67,44856.5,30416.5,31603.5,71195.5,66706,57502.72,36496.34,75520.5,56776,7295,40793.5,49744.84,55000.3,41991.5,11476.5,73347.16,75815.17,65412.17,49089.83,26257.67,61098.67,22903.5,15560,66489.67,65295.5,57844.67,40666.67,65330.5,66885,62287.5,40718.83,54535,67033.67,50616.33,76173.32,69516,64998.33,25601.17,64151.9
"K14445",919,5845,402,764,9878,7493.5,5715.5,3404,6611.5,3731,856,1226,1801,3673.5,3422,459,5206,5953,4123.5,3457,751,3541,506,875,7813,7704.5,7690,6522,7100,6431.5,6393,3917.5,5904.5,7177,6729.5,7730.5,7573,6568,2139.5,7064
"K14446",3763,9016,5320,2649,33051,31848,30920,23031,11904,9655,0,4140,6867,8831,9904,2058,10273,12393,10501,8681,2595,9983,2699,0,32630,29009,29115,23060,28448,30731,24456,16650,28331,28282,24344,33156,29493,28174,6428,27479
"K14447",6098,21605,8577,6177,41554.83,39099.5,36414.83,27695.5,18028.67,18512.67,856,7490,12030.16,10815.33,13456,2058,14418.17,22040.67,15939.67,12394.67,2595,13109,3816,1533,40595.5,36529,36071,28318.17,36579.84,37933,32177.33,20618.67,35468.83,35943.33,28036,41515.33,35506.16,36045.67,10698,34853.33
"K14448",5053,5576,4032,2965,34206,33306,30402.5,23639,10037,9409,0,5542,10279,8779,8938,2058,8806,12255,9075,7900,1607,9468,3816,1533,31922,29065.5,28613,22622,29749,30605,24130,19528,29618,28476,25456,32439,30283,29926,10698,28092
"K14449",3763,5739,2841,2649,29599,28979,26408,20789,7508,6808,0,4140,6867,6745,6890,2058,6966,8535,7059,6426,1677.5,8021,2699,0,27198,24058,24373,19700,26287.5,26488,19935,16650,25346,23928,21764,27871,26332,25367,6428,23712
"K14451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0
"K14468",0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,229,0,0,0,0,0,0,0,0
"K14469",0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,229,0,0,0,0,0,0,0,0
"K14470",0,590,699,0,0,0,90,0,1221,1884,0,0,3899,4489,620,1967,1468,2843,977,3413,0,0,0,4658,155,0,126,92,2014,0,604,0,0,179,1302,0,3401,0,0,0
"K14475",0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,562,0,323,563,260,0,537,0,511,0,280,0,0,946,642,594,0,223.5
"K14518",0,177,106.5,0,0,0,0,0,516.5,236.67,0,463,579,844,69,0,812,370.5,611,111,0,228,0,0,0,26,52,39,0,25,726,181,0,0,0,0,174,93,0,81
"K14519",5471.67,8071,6249.33,1585,5133,3240.67,5186.83,1948.17,16545.51,10647,0,8280,14656.83,10346.83,6132,36,11776.5,15108.67,16886.17,8941,11029,11736.34,4644,0,4704,3691.5,4630.17,4508.17,5311.84,3695,3105.33,2293.83,6701,3695.17,3684.83,7088.83,11305,2878.67,876.5,5386.5
"K14520",0,0,699,0,4764,3961,3899,2850,2756,3862,0,1402,3805,4158,620,1967,2939,5225,1911,2656,659,1601,1117,4658,4151,3357,3923,3014,3904,2637,4985,2269,4154,3976,3293,2529,3951,3047,4270,3572
"K14534",197,704,322,512,299,293,232,186,451,1262,0,770,172,944,549,0,467,1361,440,339,800,959,139,179,938,1207,260,190,281,291,1051,0,1303,297,0,388,4331,291,0,331
"K14540",12693,17111.83,13920.87,9598.25,10553.5,7585.6,3438.62,5381.07,19174.73,10188.97,2819,7506.65,8227.3,11756.25,8890.93,2845,14308.75,15780.17,15729.8,9515.07,6915.17,16056.23,5485.5,13904,10058.6,9803.6,7399.25,6829.77,7404.63,7026.8,8009.87,4848,7735.8,7747.3,6752.2,11301.83,9955.13,7695.8,4640.47,8991.46
"K14564",197,421,344,300,299,293,232,186,490,1318,0,770,172,978,578,0,749,457,478,430,141,416,139,179,289,385,260,190,281,291,296,0,275,297,0,388,336,291,0,331
"K14568",197,421,344,300,299,293,232,186,490,1262,0,770,172,944,578,0,537,457,478,339,141,416,139,179,289,385,260,190,281,291,296,0,275,297,0,388,336,291,0,331
"K14574",197,421,344,300,299,293,232,186,490,1318,0,770,172,978,578,0,749,457,478,430,141,416,139,179,289,385,260,190,281,291,296,0,275,297,0,388,336,291,0,331
"K14578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14581",0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,977,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0
"K14588",0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14591",0,350,0,841,0,0,0,0,0,0,0,0,906,1.3,0,0,0,2455,977,1442,1156,0,0,0,0,0,0,0,0,0,696,0,0,430,0,0,562,0,0,0
"K14597",575.67,1381.34,711,796.67,298.33,395.66,126.67,255.67,1729,1252.67,0,964,924.34,1136.33,691,0,1376.67,1417,1468.32,1167.33,404,1349,322,100.33,0,112,667.67,179.33,678.67,344.67,366.33,101,553.66,168.33,212,270,156.33,641.33,0,595.33
"K14605",0,177,106.5,0,0,0,0,0,516.5,236.67,0,463,579,844,69,0,812,370.5,611,111,0,228,0,0,0,26,52,39,0,25,726,181,0,0,0,0,174,93,0,81
"K14606",0,177,106.5,0,0,0,0,0,516.5,236.67,0,463,579,844,69,0,812,370.5,611,111,0,228,0,0,0,26,52,39,0,25,726,181,0,0,0,0,174,93,0,81
"K14623",0,0,0,0,0,0,0,0,0,0,0,1166,1457,224.6,565,0,424,2432,177,0,2869,1356,962,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,55
"K14629",0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428.5,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14633",0,77,0,316,0,273,0,0,123,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,326
"K14640",0,0,0,0,404,184,0,0,200,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,514,550,478,0,477,621,451,0,0,617,0,575,726,509,301,531
"K14645",145,4253.33,2932.17,0,10915,10588,11538.16,9150.17,9142.83,5345.67,0,688,2955.33,4595,3281.33,0,5471,17876.17,4884,4270.67,1160.67,6060.33,0,215,11383.83,12523.67,10574,9642.84,10694.67,9934,24198.67,7892,10280,15159,8841,13614.99,14598.33,10962.67,3710.67,12960.34
"K14647",4723,5393,8094.5,6584.75,4721,5460,2219,3277,7468,5061.5,2819,3654.25,4039,5792.75,4140,2181,7976.75,6522,6311,3596,2810,5489.5,2941.5,10449,5824,5576,4950.25,3403,4887,4119,4808,4175,6603,5689,5651,7332,5592,5010,3600,4766
"K14652",67400.34,103443.84,69488.7,55073.92,116219.66,110274.76,95516.62,71451.91,132585.57,111435.14,16273,65054.15,85586.14,92784.91,83815.1,20346.5,124569.25,135664.34,110154.46,89724.23,174275.18,112086.57,98777.16,51356.33,119733.27,117183.6,106160.59,78012.77,118878.81,110053.47,119974.36,72455.5,107388.29,112455.63,87255.53,129503.15,125400.29,106636.13,42692.97,115387.96
"K14654",197,385,322,300,299,293,232,186,451,1318,0,770,172,997,549,0,961,400,532,430,141,416,139,179,351,442,260,190,431,321,405,64,340,297,38,555,466,466,72,331
"K14656",197,421,344,300,299,293,232,186,490,1318,0,770,172,978,578,0,749,457,478,430,141,416,139,179,289,385,260,190,281,291,296,0,275,297,0,388,336,291,0,331
"K14657",1717,1415,1527,1426,2355,1975,1644,1012,4453.5,5357.5,1343,2912,2221,4773.5,2729.5,0,7373,7200,4299.5,4012,194687.02,2303,90152.99,7119,3272.5,3920,3150.5,2639.5,6187,2722.5,21477,5486,2056,3154.5,2787.5,3425,4284.5,4036,2166,1475
"K14658",1717,1415,1527,1426,2355,1975,1644,1012,2960.5,4002.5,1343,2912,2221,3016.5,1978.5,0,3979,5043,2638.5,3082,65115.34,2303,30766.33,2373,1959.5,3052,2433.5,1984.5,4373,2229.5,9409,3000,1028,2487.5,2246.5,3425,3261.5,3100,722,1475
"K14659",1717,1415,1527,1426,1741,1975,1644,1012,2960.5,4002.5,1343,2912,2221,3016.5,1978.5,0,3979,5709,2638.5,3082,65115.34,2303,30766.33,2373,1959.5,2461,2433.5,1984.5,3369,2229.5,8782,3000,1028,2487.5,2246.5,3425,3261.5,3100,722,1475
"K14660",3763,4318.5,2615,2649,27351.5,25209.5,22858.5,13077,7584.5,7245,0,4143,6502,4535,5775,2461.5,6426.5,9515.5,6226,5227.5,187,7983,0,0,23180,19075.5,17621.5,13406.5,19562,23534,17947.5,14678.5,17094.5,21726.5,19953.5,25017.5,23377,22235,6428,20752.5
"K14661",0,0,0,0,7735,6901,6029,4335,488,2003,0,1175,592,391,486,0,0,1310,0,0,0,553,0,0,6542,7562,6413,5257,7328,6698,7613,3644,6062,6950,6227,8671,7344,7088,1989,5748
"K14665",6467,8814,9883.5,6584.75,5048,6008,2559,3692,10022,7148.5,2819,4498.25,4905,8827.75,7326,2181,10172.75,10906,10890,7100,3350,10510.5,4236.5,13476,5169,5947,4694.25,3210,4579,4747,5036,3949,6773,4999.5,5432,6402,6382,5946,3600,5368
"K14666",1717,1415,1527,1426,2355,1975,1644,1012,2960.5,4002.5,1343,2912,2221,3016.5,1978.5,0,3979,5043,2638.5,3082,65115.34,2303,30766.33,2373,1959.5,3052,2433.5,1984.5,4373,2229.5,9409,3000,1028,2487.5,2246.5,3425,3261.5,3100,722,1475
"K14667",0,2944,0,0,756.33,631.33,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690.67,626.33,669.33,0,528.67,752.33,565.33,1090.67,700.33,758.33,0,766.33,638.33,0,0,592
"K14668",0,2944,0,0,756.33,631.33,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690.67,626.33,669.33,0,528.67,752.33,565.33,1090.67,700.33,758.33,0,766.33,638.33,0,0,592
"K14669",0,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14670",0,2944,2620,0,756.33,631.33,484,0,0,0,0,0,0,0,0,0,1663,762.5,0,0,1406,0,560,0,690.67,626.33,669.33,756,528.67,752.33,565.33,1090.67,700.33,758.33,0,766.33,638.33,0,0,592
"K14671",0,2944,486,0,756.33,631.33,484,0,0,0,0,0,0,0,0,0,0,762.5,0,0,0,0,560,0,690.67,626.33,669.33,0,528.67,752.33,565.33,1090.67,700.33,758.33,0,766.33,638.33,0,0,592
"K14673",0,2944,486,0,756.33,631.33,484,0,0,0,0,0,0,0,0,0,0,762.5,0,0,0,0,560,0,690.67,626.33,669.33,0,528.67,752.33,565.33,1090.67,700.33,758.33,0,766.33,638.33,0,0,592
"K14680",0,766,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762.5,0,0,38.67,0,582.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14682",4622.67,7243.33,4603,4205,10379,10026.33,9534,5749,8056.67,6452,0,4377,4784.67,6039.8,3854,779,9744.33,6862.33,7550.33,5883.33,5082.5,6590.67,3679,1320,10697,10148,9544,6978,11233.5,11200,7630,5913,9675.67,11166,8160,13452,11310,11188,4671.33,10917
"K14683",0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,32,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,278,0,0,0,175,0,0,0,0,0,0,76,0,0,0,0,0,0,147,0,0,0,0
"K14698",0,0,0,0,0,0,0,0,768,1261,0,0,1261,1521,0,1967,1099,1181,0,1311,0,0,0,4658,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0
"K14699",0,0,0,0,0,0,0,0,768,1261,0,0,1261,1521,0,1967,1099,1181,0,1311,0,0,0,4658,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0
"K14727",2762,12337,3553,2187,5343.5,4177.17,4851.66,3733,10328.67,9038.67,2199,3685,7301.49,4453.33,3107,0,6647.17,9608.67,9868.67,9317.67,659,6088,1073,0,4478.66,4814.34,4988.67,4316.34,4825.17,4271.67,4577,1796,5582.5,4088,3300,4299,7560.83,6179.34,0,5688.66
"K14728",197,385,1348,300,299,293,232,186,2893,3784,0,770,2694,4748,1789,3934,2665,2762,440,2961,141,416,139,9495,289,385,386,282,281,291,1504,0,275,297,0,388,336,291,0,331
"K14730",0,1116,0,0,0,0,0,0,1122,1150,856,0,0,0,1504,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14731",0,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14733",1717,6252,2040,1742,1538,1479,1002,1012,4680,5213,2199,1737,3482,4040,3727,1967,2734,7312,3867,3982,659,2303,1073,4658,1303,1680,1539,1235,2407,1257,2433,1375,1028,1311,1275,1756,5092,1614,0,1801
"K14742",51225.34,61781.84,49100.7,41761.92,94507.83,91258.26,78128.9,59094.41,89312.4,72168.3,11993,46397.15,61004.98,68239.38,59664.1,15172.5,86472.58,87707.17,80512.29,66462.56,35428.67,84743.07,32548,30821.33,95472.27,92380.1,85648.59,61648.6,92099.3,89353.47,83742.03,58100.83,85116.46,88644.3,74440.53,102519.99,93216.13,86134.46,35362.97,89446.07
"K14743",1045,2601,4078,761,2476,1812,1291,1312,6759,6929,0,1948,6111,7608,2480,7868,5946,5994,2138,6486,0,931,0,18632,1732,1718,2179,2183,2500,1772,4388,0,2027,2110,0,1819,4535,2659,0,2490
"K14744",0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14761",16415,22222,14517.5,12817,8050,6221.5,5936.39,5587,15744.5,10266.67,1710,5035,4407,9241.3,12087,2426,10625,13325,6416.5,4871,6364.5,12705.5,4424,4658,8227,9313.5,6485,6486,10498.17,5547.5,11829,4408.5,4254.5,10137,7124.5,12428.83,9586,7914,1200.5,8807.56
"K14762",0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14940",0,1250,966,0,0,0,0,0,1494,0,0,844,0,1026,932,0,1104,1584,1308,804,0,1444,0,0,0,0,0,370,0,0,0,0,0,0,0,0,695,0,0,522
"K14941",16423.17,27443.01,16805.5,9995.67,33578.49,29359.49,27771.5,19892.17,30305.5,34922.34,1881,16349,21953.17,18240.66,17431.67,4517,26485.17,32764.17,26933.16,27987.83,5589,23885,8064.5,11836.33,35480.67,32096.5,33085.67,22730.5,34542.51,30504.67,31746.49,18119.34,33079.82,31142.99,22492.5,35355.49,32937.32,27870.33,10285,34099.16
"K14949",1067,2787,4501,873,664.5,481.17,1322.83,502.5,7336.67,6205.67,0,4693,8314.16,6777.33,1191,1967,6376.17,6050.17,7321.67,8692.67,1406,4948,1271,4658,973.83,327.67,1504.67,1369.17,1588.17,713.67,1425,0,1881.5,424,2604,0,3928.83,653.67,0,2406.33
"K14952",0,766,999,321,756.33,631.33,484,0,1221,1261,0,0,3500,3787,620,1967,1099,1943.5,0,2953,0,0,560,4658,690.67,626.33,795.33,92,943.67,914.33,1169.33,1216.17,700.33,758.33,1436.5,766.33,4158.33,0,0,1212
"K14953",0,0,1026,0,0,0,0,0,2442,2522,0,0,2522,3804,1240,3934,2198,2362,0,2622,0,0,0,9316,0,0,252,276,0,0,1208,0,0,0,0,0,0,0,0,0
"K14954",1045,5805.67,2746.5,3285,2476,1940,1291,1312,3927.33,3775,0,1948,5180.67,4253.5,889.67,1967,4931.33,3250,2651.17,4722.33,199,1448,249.5,4719,2431.5,1890.17,3017.67,1907,3529.33,1862.67,3151,0,2027,2679,1302,2654.83,1015,2730.33,0,2334
"K14956",0,0,513,0,0,0,0,0,1221,1261,0,0,1261,1902,620,1967,1099,1181,0,1311,0,0,0,4658,0,0,126,92,0,0,604,0,0,0,0,0,0,0,0,0
"K14974",0,0,0,0,665,678,943,404,0,0,0,1166,0,0,565,0,0,1954,0,525,1667,0,23,0,558,761,522,408,0,682,1364,631,646,667,723,510,1045,599,0,698
"K14977",0,941,0,0,817,769,642,0,917.5,1382.5,0,2341,1682,1019.8,940.5,0,3060,4445,1685.5,465,71001.34,0,30352.33,2373,656.5,1372,1146.5,933.5,3554.67,972.5,6787,1835,2527,1176.5,971.5,2026.33,1759.5,1486,722,1909.67
"K14979",382,553,444,404,491,0,0,310,805,652,176,504,521,556,486,116,660,784,726,570,264,727,305,521,356,0,0,309,484,0,314,340,474,0,307,531,0,399,0,365
"K14980",8170,14118.33,7634.67,6343,34970,34199,30620.33,22989.67,22295.83,16420,1343,9936,18700,14665.5,11391.83,3014,16930.5,25119.67,18147.5,13963.67,74465.51,14043.33,35431.33,4490,33600.5,30830,30938.5,23767.17,33056.33,33208.5,34788.67,23502,29745,30682.5,25847.5,34737.33,33000.83,31707,15050.67,31392.67
"K14981",8222,14722,7836,6643,35269,34303,30680,22988,22524.5,17448,1343,10481,18644,15286.5,11742.5,3014,17183.5,26447,19220.5,14464,74433.84,14271,35570.33,4454,33226.5,30605,30988.5,23766.5,32739,33267.5,34871,23502,30995,30763.5,25847.5,34884,33149.5,31707,14814,31423
"K14986",5480,7264,4328,4518,34086.5,29505,27853.5,19742,11852,10399,1343,7055,10352,9526.5,9357,2058,8173,15051,10208,9226,6453.67,9690,1118.33,0,28286.5,27032,27317.5,22108,29388,29037.5,23248,19403,26037,26564.5,23644,31260,29693.5,28492,6428,24570.5
"K14987",5480,7264,4328,4075,33534.5,30998,28636.5,21301,10670,10552,1343,7055,9723,9682.5,8493,2058,8049,18526,9568,11240,7008.67,8784,7305.33,0,29118.5,28096,27941.5,22231,30597,29631.5,23801,19632,28742,27596.5,24777,32984,30671.5,29408,6428,25591.5
"K14988",0,1219,823,0,0,759,0,0,886,1106,0,0,0,0,1077,0,978,1635,1721,1054,727,1091,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,936,0,895
"K14989",0,1219,823,0,0,759,0,0,886,1106,0,0,0,0,1077,0,978,1635,1721,1054,727,1091,0,0,0,0,0,0,0,347,0,0,0,0,0,0,1050,936,0,895
"K14998",9391,15530.67,8816.5,6416,37761.5,37167,33319.5,24060,23819.33,20378,1343,10886,22867.67,17066,11962.67,3014,22616.33,29556,20486.17,15641.33,141427.18,14947,66006.16,6709,36174,34394.17,34042.17,26899,37212.83,35825.17,45688,26884,32364,34338.5,28533,40037.83,36827.5,35357.33,16559,33732.5
"K15011",15002.5,21293.83,13285.17,11379,44733.5,40347,36514.83,27338.67,28389.83,24675,2686,15215.5,24039,21412.5,15660.33,3473,23470,34427.67,22238,16933.17,78590.01,19202.83,37675.33,4490,40671,38284,38426,30744.17,41900.33,38493,42648.17,28169.5,34170,37449,31532,47143.33,40523.33,39270,16517.67,37731.17
"K15012",15147.5,21425.16,13337.84,11379,44733.5,40536,36687.16,27526.34,28298.16,24687,2686,15440.5,24267,21549.5,15858.66,3473,23684,35330.34,22331,17013.84,78762.68,19391.16,37675.33,4705,41045,38448,38636,30934.84,42217.66,38725,42861.84,28169.5,34359,37665,31532,47384.66,40710.66,39270,16754.34,38031.84
"K15016",197,3938,3049,300,3751,3162,4362,2428,4996,4927,0,770,172,3862,3592,0,4327,5141,3971,2749,1129,4164,139,179,6716,5336,4738,3550,3796,4534,4914,0,3478,4651,2580,5403,3497,3098,0,3843
"K15019",197,385,322,300,299,293,232,186,451,1262,0,770,172,944,549,0,467,400,440,339,141,416,139,179,289,385,260,190,281,291,296,0,275,297,0,388,336,291,0,331
"K15022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0
"K15023",0,115.5,0,118.5,276.5,0,0,0,526.5,0,0,0,42.5,0,0,0,0,496,0,127,0,95.5,0,0,0,0,0,112.5,478,43,0,0,100,115,288,176.5,0,0,0,163.5
"K15024",1902,1565,2464,1097,692,759,340,415,3559.5,1106,0,0,946,0,1077,0,1059,2988,3131,2036,1883,3906,0,0,2332,1534,0,0,515,881,2174,122,413,1123.5,288,656,2245,936,0,895
